Nombre,Precio,Tienda,Fecha
Acer TravelMate MP414-53-G2-TCO i7-150U 16GB 512GB 14 W11P,941.95,Coolmod,2026-04-13
Samsung Galaxy Book5 Pro NP964XHA-KG2ES U7-258V 32GB 512GB 16 W11P,1864.95,Coolmod,2026-04-13
Lenovo V15 G4 AMN AMD R3-7320U 8GB 512GB 15.6 FreeDOS,377.96,Coolmod,2026-04-13
Asus ZenBook S16 OLED UM5606WA-RK320W AMD Ryzen AI 9 HX 370 32GB 1TB 16 W11H,1736.96,Coolmod,2026-04-13
Dell Pro 14 Plus PB14250 U5-235U 16GB 512GB 14 W11P,1439.95,Coolmod,2026-04-13
Asus Vivobook 15 X1504VA-BQ575W Core 5 120U 16GB 512GB 15.6 W11H,595.95,Coolmod,2026-04-13
MSI Modern 15 F1MG-256XES U5-120U 16GB 512GB 15.6 FreeDOS,811.95,Coolmod,2026-04-13
Acer Aspire 3 A315-59-53QF i5-1235U 16GB 512GB 15.6 W11H,553.95,Coolmod,2026-04-13
Acer TravelMate P4 16 TMP416-53-TCO-73B2 U7-155U 32GB 1TB 16 W11P,1556.96,Coolmod,2026-04-13
Apple MacBook Pro M4 Max 48GB 1TB 16 macOS Plata,4192.95,Coolmod,2026-04-13
Lenovo V15 G5 IRL 83GW0086SP i3-1315U 16GB 512GB 15.6 FreeDOS,492.95,Coolmod,2026-04-13
Asus VivoBook Go 15 E1504FA-BQ1726 R5-7520U 16GB 512GB 15.6 FreeDOS,582.95,Coolmod,2026-04-13
Asus ZenBook Duo 2024 UX8406MA-QL396W U9-185H 32GB 1TB 14 W11H,2079.95,Coolmod,2026-04-13
Asus Vivobook 15 X1504VA-BQ5317W Core 5 120U 16GB 1TB 15.6 W11H,628.95,Coolmod,2026-04-13
Asus VivoBook 15 F1504VA-BQ266W Core 5-120U 16GB 1TB 15.6 W11H,710.95,Coolmod,2026-04-13
MSI Modern 14 F1MG-441ES Core 7-150U 16GB 512GB 14 W11H,861.96,Coolmod,2026-04-13
Asus ZenBook S 14 OLED UX5406SA-PZ334W U7-258V 32GB 1TB 14 W11H,1736.96,Coolmod,2026-04-13
Asus VivoBook 15 F1504VA-BQ257 Core 7-150U 16GB 1TB 15.6 FreeDOS,666.95,Coolmod,2026-04-13
LG Gram 14Z90RU i5-1334U 16GB 512GB 14 W11P,1100.95,Coolmod,2026-04-13
Lenovo V15 G5 IRL 83GW007WSP i3-1315U 8GB 512GB 15.6 FreeDOS,428.94,Coolmod,2026-04-13
Asus Vivobook 14 Flip OLED TP3407SA-QL064W U7-258V 32GB 1TB 14 W11H,1461.95,Coolmod,2026-04-13
Acer TravelMate P2 15 TMP215-55-G2-TCO-78QF U7-255U 16GB 512GB 15.6 W11H,1060.95,Coolmod,2026-04-13
Lenovo V15 G4 AMN R5-7520U 16GB 512GB 15.6 FHD FreeDOS,497.95,Coolmod,2026-04-13
Lenovo V15 G5 IRL 83GW0085SP i3-1315U 8GB 512GB 15.6 W11H,477.95,Coolmod,2026-04-13
Acer TravelMate P4 Spin 14 TMP414RN-55-TCO-70KC U7-255U 32GB 1TB 14 W11P,1499.95,Coolmod,2026-04-13
Lenovo ThinkBook 16 G8 IAL 21SK0077SP U5-225U 16GB 512GB 16 W11P,1146.95,Coolmod,2026-04-13
Lenovo V15 G4 AMN 82YU0168SP R5-7520U 8GB 512GB 15.6 FreeDOS,443.95,Coolmod,2026-04-13
Asus Vivobook Go 15 E1504GA-NJ463W i3-N305 8GB 512GB 15.6 W11H,485.95,Coolmod,2026-04-13
Acer TravelMate P6 14 TMP614-73-TCO-5902 U5-125H 16GB 512GB 14 2.8K OLED W11P,1499.95,Coolmod,2026-04-13
HP 15-fd0061ns i7-1355U 8GB 512GB 15.6 W11H,697.95,Coolmod,2026-04-13
MSI Prestige 14 AI Evo C1MG-030ES U5-125H 16GB 1TB 14 W11H,1213.94,Coolmod,2026-04-13
Acer Aspire 14 AI A14-52M-7167 U7-258V 32GB 1TB 14 OLED W11H,1055.95,Coolmod,2026-04-13
Acer TravelMate P4 14 TMP414-55-TCO-53AV U5-225U 16GB 512GB 14 W11P,1152.95,Coolmod,2026-04-13
Asus ZenBook A14 OLED UX3407QA-QD412W Snapdragon X 32GB 512GB 15.6 W11H,1168.94,Coolmod,2026-04-13
Acer Aspire Lite AL15-32P N4500 4GB 128GB 15.6 W11H,283.95,Coolmod,2026-04-13
HP 15-FD0319NS i7-1355U 16GB 512GB 15.6 FreeDOS,574.96,Coolmod,2026-04-13
Asus VivoBook 15 F1504VA-BQ125 Core 5-120U 16GB 512GB 15.6 W11H,599.95,Coolmod,2026-04-13
Acer TravelMate P4 Spin 14 TMP414RN-55-TCO-71N2 U7-255U 16GB 512GB 14 W11P,1383.95,Coolmod,2026-04-13
Acer Aspire 3 A315-59-77J1 i7-1255U 16GB 1TB 15.6 W11H,677.95,Coolmod,2026-04-13
Acer TravelMate P2 TMP214-54-30RS i7-1255U 16GB 512GB 14 W11P,1019.95,Coolmod,2026-04-13
Acer Aspire Lite 15 AL15-32P-C997 N4500 8GB 128GB 15.6 W11H,331.95,Coolmod,2026-04-13
Microsoft Surface Pro Copilot+ PC Snapdragon X Plus 16GB 1TB 12 W11P Platino,1544.95,Coolmod,2026-04-13
Asus VivoBook S14 S3407CA-LY125 U7-255H 16GB 512GB 14 FreeDOS,876.95,Coolmod,2026-04-13
Acer TravelMate P2 16 TMP216-51-G2-TCO-70VL i7-1355U 16GB 512GB 16 W11P,1049.95,Coolmod,2026-04-13
Apple MacBook Air M4 16GB 256GB 13 Medianoche,929.95,Coolmod,2026-04-13
Lenovo V15 G2 IJL N4500 8GB 256GB 15.6 FreeDOS,369.95,Coolmod,2026-04-13
Lenovo V15 G4 IRU 83A100W9SP i3-1315U 8GB 512GB 15.6 W11H,470.94,Coolmod,2026-04-13
Lenovo V15 G3 IAP 82TT00FESP i3-1215U 8GB 256GB 15.6,468.95,Coolmod,2026-04-13
Asus VivoBook 15 F1504VA-BQ258W Core 7-150U 16GB 1TB 15.6 W11H,735.95,Coolmod,2026-04-13
Acer TravelMate P4 Spin 14 TMP414RN-55-TCO-506Q U5-225U 16GB 512GB 14 W11P,1268.95,Coolmod,2026-04-13
Lenovo IdeaPad Slim 3i 83K1005VSP i5-13420H 16GB 512GB 15.3 W11H,667.94,Coolmod,2026-04-13
Asus ExpertBook P1 P1503CVA-S70674 i7-13620H 16GB 512GB 15.6 FreeDOS,710.95,Coolmod,2026-04-13
Apple MacBook Air M4 16GB 256GB 13 Azul Cielo,929.95,Coolmod,2026-04-13
